CONTRATO,FECHA_PEDIDO,MOTIVO_PEDIDO,PAQUETE_x,DETALLE_PEDIDO1,DETALLE_PEDIDO2,FECHA_CUMPLIMIENTO,COD_TECNICO,ESTATUS_x,ZONA,MODEM(S)_x,ESTATUS_y,PAQUETE_y,FECHA_INSTALACION,MODEM(S)_y,DIAS_ANTIGUEDAD,DIAS_ATENCION,ont_id,rx_avg
899,2026-01-01,EQUIPO DA?ADO,BASICO TV + INTERNET FIBRA 75MB,TECNICO DANIEL GLZ SOLICITA SIN COSTO TIT ENTERADO,,2026-01-04,1500374,ACTIVO,VIRREY,XPONDD52E584,AC,BASINT30,2016-05-24,XPONDD52E584,3509.0,3,,
345361,2026-01-01,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2026-01-03,1500039,ACTIVO,PERIODISMO,XPONDD45C22A,AC,INT20,2018-03-17,XPONDD45C22A,2847.0,2,345361,-28.25528985507236
15771,2026-01-01,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO AMBOS SERVICIOS,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD29AD80,AC,BASINT10,2015-06-06,XPONDD29AD80,3862.0,1,15771,-25.21748404012778
44296,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO CONTINUA SE CUMPLIO LA ORDEN ANTERIOR,JE MANDO A CC,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD45B84A,AC,INT20,2024-05-29,XPONDD45B84A,583.0,0,44296,-24.972209302325666
38764,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,JE MANDO A CC,2026-01-02,1500036,ACTIVO,PRADOS VERDES,HWTCAFAB5683,AC,BASINTF250,2025-12-19,HWTCAFAB5683,14.0,0,38764,-23.677432950191562
348203,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2026-01-03,1500036,ACTIVO,MADERO,OEMT3C1D269C,AC,BASINT30,2015-12-03,OEMT3C1D269C,3683.0,1,348203,-23.036700913242015
39011,2026-01-02,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,CLIENTE COMENTA QUE TUMBARON EL POSTE Y NO LE HA REGRESADO LA SEÑAL FOCO ROJO,JE FUERA DE LINEA REQUIERE VISITA,2026-01-02,1500046,ACTIVO,PEDREGAL,485754436A85679A,AC,INT20,2021-08-20,485754436A85679A,1596.0,0,39011,-26.82769493844048
11165,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,EDWIN Y BRAYAN,JE FUERA DE LINEA REQUIERE VISITA,2026-01-05,5555555,ACTIVO,MADERO,HWTCAF906535,AC,BASINT50,2014-10-13,HWTCAF906535,4099.0,3,11165,-21.512479452054794
44296,2026-01-02,CAMBIO DE ACOMETIDA,INTERNET FIBRA 60MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD45B84A,AC,INT20,2024-05-29,XPONDD45B84A,583.0,0,44296,-24.972209302325666
33279,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2026-01-02,1500036,ACTIVO,PRADOS VERDES,XPONDD37CCE4,AC,BASINT20,2018-01-27,XPONDD37CCE4,2897.0,0,33279,-21.250064655172388
17024,2026-01-02,CONFIGURAR WI-FI,BASICO TV + INTERNET FIBRA 250MB ($399),"CLIENTE COMENTA AL ESTAR EN UN VIDEO JUEGO AL CONECTARSE A LA RED LE APARECE UN NAP 3, PIDE LIBERAR PARA PODER JUGAR",EDWIN Y BRAYAN,2026-01-05,5555555,ACTIVO,MADERO,XPONDD919B5E,AC,BASINTF250,2017-09-28,XPONDD919B5E,3018.0,3,17024,-24.713844748858524
17024,2026-01-02,CONFIGURAR WI-FI,BASICO TV + INTERNET FIBRA 250MB ($399),"CLIENTE COMENTA AL ESTAR EN UN VIDEO JUEGO AL CONECTARSE A LA RED LE APARECE UN NAP 3, PIDE LIBERAR PARA PODER JUGAR",EDWIN Y BRAYAN,2026-01-05,5555555,ACTIVO,MADERO,XPONDD919B5E,AC,BASINTF250,2017-09-28,XPONDD919B5E,3018.0,3,17024,-24.713844748858524
39011,2026-01-02,CAMBIO DE ACOMETIDA,INTERNET FIBRA 60MB,TEC SOLICITA,,2026-01-02,1500046,ACTIVO,PEDREGAL,485754436A85679A,AC,INT20,2021-08-20,485754436A85679A,1596.0,0,39011,-26.82769493844048
28888,2026-01-02,CAMBIO DE ACOMETIDA,INTERNET FIBRA 45MB (NO VIGENTE),TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,48575443D01A625B,AC,INT10,2020-10-13,48575443D01A625B,1907.0,0,28888,-33.74108299133607
29778,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD4C7302,AC,BASINT10,2017-01-02,XPONDD4C7302,3287.0,0,29778,-27.573972868216963
28343,2026-01-02,CAMBIO DE ACOMETIDA,INTERNET FIBRA 45MB (NO VIGENTE),TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD5CA5B6,AC,INT10,2016-10-06,XPONDD5CA5B6,3375.0,0,28343,-37.079875740994105
17088,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO,JE MANDO A CC,2026-01-02,1500046,ACTIVO,PEDREGAL,48352E11A560,AC,BASINT10,2015-08-13,48352E11A560,3795.0,0,17088,-27.055654354765082
22309,2026-01-02,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,,JE FUERA DE LINEA REQUIERE VISITA,2026-01-03,1501451,ACTIVO,PRADOS VERDES,48575443573A5771,AC,INT20,2016-01-15,48575443573A5771,3640.0,1,22309,-20.788735632183855
44449,2026-01-02,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,,JE MANDO A CC,2026-01-03,1501465,ACTIVO,PEDREGAL,485754436258316F,AC,INT20,2024-07-11,485754436258316F,540.0,1,44449,-24.796411308709608
16925,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 250MB ($399),CAMBIO DE ACOMENTIDA SIN COSTTO TIT ENTERADO PIDE JORGE,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD4C7AC2,AC,BASINTF250,2015-08-05,XPONDD4C7AC2,3803.0,0,16925,-23.92682854537167
34084,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JE MANDO A CC,2026-01-03,1501451,ACTIVO,PERIODISMO,485754439A74C358,AC,INT30,2020-10-10,485754439A74C358,1910.0,1,34084,-24.563117191404274
42313,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2026-01-03,1501465,ACTIVO,PEDREGAL,4857544348AE0093,AC,INT30,2023-02-01,4857544348AE0093,1066.0,1,42313,-27.12011855905142
15771,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),CAMBIO DE COMETIDA SIN COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD29AD80,AC,BASINT10,2015-06-06,XPONDD29AD80,3863.0,0,15771,-25.21748404012778
17088,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),CAMBIO DE COMETIDA SIN COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,48352E11A560,AC,BASINT10,2015-08-13,48352E11A560,3795.0,0,17088,-27.055654354765082
33279,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 60MB,CAMBIO DE COMETIDA SIN COSTO TIT ENTERADA,,2026-01-02,1500036,ACTIVO,PRADOS VERDES,XPONDD37CCE4,AC,BASINT20,2018-01-27,XPONDD37CCE4,2897.0,0,33279,-21.250064655172388
40407,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,"ER, SE MANDA CONFIRMAR",2026-01-03,1500503,ACTIVO,SANTIAGUITO,48575443A5ABEC9B,AC,INT30,2022-03-09,48575443A5ABEC9B,1395.0,1,40407,-25.895719334245438
32334,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,,,2026-01-03,1500036,ACTIVO,PRADOS VERDES,XPONDD3FB5FF,AC,BASINT30,2017-10-04,XPONDD3FB5FF,3012.0,1,32334,-31.84725981800765
44575,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,,2026-01-07,1500374,ACTIVO,VISTA BELLA,OPTI41FCB3ED,AC,INT30,2024-08-29,OPTI41FCB3ED,491.0,5,44575,-29.24991792065705
45652,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),AMBOS SERVICIOS,"ER, FUERA DE LINEA",2026-01-04,1501177,ACTIVO,RICARDO FLORES MAGON,HWTCAF3AD64E,AC,BASINTF250,2025-09-09,HWTCAF3AD64E,115.0,2,45652,-21.519673962608294
46153,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-01-04,1501177,ACTIVO,RICARDO FLORES MAGON,HWTCAFAB4273,AC,INT20,2025-12-15,HWTCAFAB4273,19.0,1,46153,-22.470841313269506
40186,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JV REQ VISITA,2026-01-06,1500374,ACTIVO,VISTA BELLA,485754434E34A78B,AC,INT30,2022-02-05,485754434E34A78B,1428.0,3,40186,-25.64383720930244
9230,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JV OFFLINE REQ VISITA,2026-01-06,1500374,ACTIVO,BELO,OEMT3C1D2794,AC,INT30,2014-07-31,OEMT3C1D2794,4174.0,3,9230,-22.91213520291841
42313,2026-01-03,CAMBIO DE ACOMETIDA,INTERNET FIBRA 75MB,TEC SOLICITA,,2026-01-05,1500039,ACTIVO,PEDREGAL,4857544348AE0093,AC,INT30,2023-02-01,4857544348AE0093,1067.0,2,42313,-27.12011855905142
334426,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),,JV PENDIENTE CAMBIO A FIBRA,2026-01-07,1500374,ACTIVO,VIRREY,XPONDD3D8691,AC,BASINT10,2013-12-28,XPONDD3D8691,4389.0,4,334426,-22.02120722433455
22309,2026-01-03,EQUIPO DA?ADO,INTERNET FIBRA 60MB,SIN COSTO CLIENTE ENTERADO PIDE CARLOS,,2026-01-03,1500036,ACTIVO,PRADOS VERDES,48575443573A5771,AC,INT20,2016-01-15,48575443573A5771,3641.0,0,22309,-20.788735632183855
40222,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JV OFFLINE REQ VISITA,2026-01-06,1500039,ACTIVO,PEDREGAL,48575443CA61A08B,AC,INT30,2022-01-31,48575443CA61A08B,1433.0,3,40222,-31.621662106703123
334937,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,"LOS ROJO, EDWIN Y BRAYAN",JV OFFLINE REQ VISITA,2026-01-05,5555555,ACTIVO,PRADOS VERDES,XPONDD2BDADE,AC,BASINT30,2014-03-11,XPONDD2BDADE,4316.0,2,334937,-24.102848659003786
32366,2026-01-03,EQUIPO DA?ADO,BASICO TELECABLE FIBRA,TEC SOLICITA EQUIPO DE TV,,2026-01-03,1500039,BAJA,PERIODISMO,,,,,,,0,32366,-33.38203273363318
15629,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),MODEM APAGADO,GT.CAIDAS DE NIVEL,2026-01-05,1500039,ACTIVO,PEDREGAL,XPONDD52DA2C,AC,BASINT10,2015-06-01,XPONDD52DA2C,3869.0,2,15629,-28.453116735066075
45282,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JV OFFLINE REQ VISITA,2026-01-05,1500374,CORTADO,VIRREY,HWTC1DD86B34,CO,INT20,2025-05-09,HWTC1DD86B34,239.0,2,45282,-38.68826306706114
41276,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,"LOS ROJO, EDWIN Y BRAYAN",JV OFFLINE REQ VISITA,2026-01-05,5555555,ACTIVO,PUNHUATO,XPONDD32F9F6,AC,BASINT20,2022-08-01,XPONDD32F9F6,1251.0,2,41276,-26.878782489739912
10705,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JO FUERA DE LINEA REQUIERE VISITA,2026-01-06,1500039,ACTIVO,PEDREGAL,XPONDD29A988,AC,INT20,2016-05-07,XPONDD29A988,3528.0,3,10705,-24.864781121751044
30088,2026-01-03,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,MUY INTERMITENTE,GT.OFFLINE,2026-01-05,1500039,ACTIVO,PEDREGAL,48575443A2FCE2A9,AC,INT20,2017-02-18,48575443A2FCE2A9,3241.0,2,30088,-22.283594391244936
345918,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,"LOS ROJO, EDWIN Y BRAYAN",GT.OFFLINE,2026-01-05,5555555,ACTIVO,PRADOS VERDES,XPONDD3C2FF8,AC,BASINT30,2024-11-11,XPONDD3C2FF8,418.0,2,345918,-22.868727250957832
344366,2026-01-03,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),NO NAVEGA,JO SE MANDA CON CC,2026-01-05,1500374,ACTIVO,VIRREY,HWTCAFAB6ADB,AC,BASINTF250,2014-05-30,HWTCAFAB6ADB,4236.0,2,344366,-21.613150887573997
348172,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,"MODEM APAGADO, EEWIN Y BRAYAN",GT. CAIDA DE NIVEL Y DESCONEXIONES,2026-01-06,5555555,CORTADO,PRADOS VERDES,48575443CA85EF91,CO,INT30,2021-07-31,48575443CA85EF91,1618.0,2,348172,-33.43487188697319
10142,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JO FUERA DE LINEA,2026-01-06,1500039,ACTIVO,PERIODISMO,OPTI37B0C91D,AC,INT20,2016-08-03,OPTI37B0C91D,3441.0,2,10142,-24.629857571214355
345346,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,FOCO ROJO,JO FUERA DE LINEA,2026-01-05,1500039,ACTIVO,PERIODISMO,XPONDD2C39D6,AC,BASINT20,2015-02-18,XPONDD2C39D6,3973.0,1,345346,-33.58381309345277
30161,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,"FOCO ROJO, EDWIN Y BRAUYAN",JO SE MANDA CON CC,2026-01-05,5555555,ACTIVO,PRADOS VERDES,4857544361A2686F,AC,INT20,2021-10-20,4857544361A2686F,1537.0,1,30161,-27.274597701149517
45250,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,"MODEM APAGADO, EDWIN Y BRAYAN",JO SE MANDA CON CC,2026-01-05,5555555,ACTIVO,PRADOS VERDES,HWTC1DD8933C,AC,BASINT50,2025-04-25,HWTC1DD8933C,254.0,1,45250,-18.702529932950196
38314,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO,JO FUERA DE LINEA,2026-01-06,1500039,ACTIVO,PEDREGAL,XPONDD4C731A,AC,BASINT20,2021-04-26,XPONDD4C731A,1715.0,1,38314,-29.281801185590574
41276,2026-01-05,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 60MB,TEC SOLICITA,EDWIN Y BRAYAN,2026-01-05,5555555,ACTIVO,PUNHUATO,XPONDD32F9F6,AC,BASINT20,2022-08-01,XPONDD32F9F6,1253.0,0,41276,-26.878782489739912
30088,2026-01-05,EQUIPO DA?ADO,INTERNET FIBRA 60MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-05,1500039,ACTIVO,PEDREGAL,48575443A2FCE2A9,AC,INT20,2017-02-18,48575443A2FCE2A9,3243.0,0,30088,-22.283594391244936
7559,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,FOCO ROJO,JO FUERA DE LINEA,2026-01-06,1500039,ACTIVO,PEDREGAL,XPONDD291C60,AC,BASINT50,2014-05-14,XPONDD291C60,4254.0,1,7559,-25.644881440948488
30429,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,FOCO ROJOI|CAMBIO ACOMETIDA,JO FUERA DE LINEA,2026-01-09,1500036,ACTIVO,PRADOS VERDES,BTPTDD1FFEFA,AC,BASINT20,2017-03-01,BTPTDD1FFEFA,3232.0,4,30429,-23.803535680076624
45033,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JO FUERA DE LINEA,2026-01-08,1500036,ACTIVO,MADERO,XPONDD5EBAF8,AC,INT20,2025-02-06,XPONDD5EBAF8,333.0,3,45033,-28.25000913241998
2313,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),NO TIENE ALCANCE,JO REQUIERE VISITA,2026-01-09,1500036,ACTIVO,MADERO,CDTCAFA3B25E,AC,BASINTF250,2016-01-11,CDTCAFA3B25E,3647.0,4,2313,-22.278424532603733
345918,2026-01-05,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 75MB,CAMBIO DE COMETIDA SIN COSTO TIT ENTERADO,EDWIN Y BRAYAN,2026-01-05,5555555,ACTIVO,PRADOS VERDES,XPONDD3C2FF8,AC,BASINT30,2024-11-11,XPONDD3C2FF8,420.0,0,345918,-22.868727250957832
9269,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"JO FUERA DE LINEA, REQUIERE VISITA",2026-01-07,1500036,ACTIVO,MADERO,CDTCAFA3BB3A,AC,BASINTF250,2014-08-06,CDTCAFA3BB3A,4170.0,2,9269,-25.293621004566287
44143,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JO MANDO CON CC,2026-01-07,1500036,BAJA,PRADOS VERDES,,BA,INT20,2024-03-19,,657.0,2,44143,-37.61147629310345
43785,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,,JO SE MANDA CON CC,2026-01-08,1500036,ACTIVO,MADERO,XPONDD47C1B2,AC,INT30,2023-12-20,XPONDD47C1B2,747.0,3,43785,-25.042384703196348
38462,2026-01-06,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,PRESENTA MUCHOS PICOS ALTOS Y CAIDAS DE NIVEL REQUIERE VISITA TECNICA,,2026-01-07,1500374,ACTIVO,BELO,XPONDD43A11B,AC,INT30,2021-05-27,XPONDD43A11B,1685.0,1,38462,-23.56795234838119
11358,2026-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO,JO FUERA DE LINEA REQUIERE VISITA,2026-01-07,1500039,ACTIVO,PERIODISMO,XPONDD5EBF78,AC,INT10,2018-05-28,XPONDD5EBF78,2780.0,1,11358,-27.671108195901912
46254,2026-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,"LOS ROJO,REALIZO EDWIN",JO SE MANDA CON CC,2026-01-06,5555555,ACTIVO,PRADOS VERDES,XPONDD5305BC,AC,INT20,2025-12-29,XPONDD5305BC,8.0,0,46254,-21.87093694444443
40186,2026-01-06,EQUIPO DA?ADO,INTERNET FIBRA 75MB,TEC SOLICITA,,2026-01-07,1500374,ACTIVO,VISTA BELLA,485754434E34A78B,AC,INT30,2022-02-05,485754434E34A78B,1431.0,1,40186,-25.64383720930244
344366,2026-01-06,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),NO NAVEGA SIN INTERNET,,2026-01-08,1500374,ACTIVO,VIRREY,HWTCAFAB6ADB,AC,BASINTF250,2014-05-30,HWTCAFAB6ADB,4239.0,2,344366,-21.613150887573997
40222,2026-01-06,CAMBIO DE ACOMETIDA,INTERNET FIBRA 75MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-06,1500039,ACTIVO,PEDREGAL,48575443CA61A08B,AC,INT30,2022-01-31,48575443CA61A08B,1436.0,0,40222,-31.621662106703123
32663,2026-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JO FUERA DE LINEA,2026-01-07,1500036,ACTIVO,PRADOS VERDES,4857544370A25E8B,AC,INT30,2017-11-10,4857544370A25E8B,2979.0,1,32663,-18.842861006289358
35973,2026-01-06,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,,,2026-01-08,1500039,ACTIVO,PEDREGAL,XPONDD4C5F5A,AC,INT20,2019-11-05,XPONDD4C5F5A,2254.0,2,35973,-22.66376538987687
